id,name_el,name_ancient,name_en,entity_type,subtype,sanctuary_scope,sanctuary_setting,sanctuary_function_tags,ancient_region,modern_country,modern_country_iso3,modern_locality,latitude,longitude,geometry_wkt,start_year,end_year,date_note_el,chronology_basis,start_precision,end_precision,chronology_note_el,metropolis_el,associated_city_el,representative_center_el,deity_or_cult_el,dynasty_el,predecessor_el,successor_el,description_el,temporal_precision,location_certainty,coordinate_source,pleiades_location_precision,geometry_role,spatial_note_el,source_url,secondary_source_url,pleiades_id,data_version,review_status
city-aegina-city,Αίγινα,Αἴγινα,Aegina,city,polis,,,,Σαρωνικός,Ελλάδα,GRC,Αίγινα,37.750149,23.423668,POINT (23.423668 37.750149),-1000,600,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,,,,,,,,Νησιωτική εμπορική και ναυτική δύναμη του Σαρωνικού με πρώιμη νομισματοκοπία.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/579853,,579853,0.1 — 2026-08-14,curated_initial
city-antioch-orontes,Αντιόχεια επί Ορόντου,Ἀντιόχεια ἡ ἐπὶ Ὀρόντου,Antioch on the Orontes,city,polis,,,,Συρία / Σελευκίδα,Τουρκία,TUR,"Antakya, Hatay",36.222551,36.183214,POINT (36.183214 36.222551),-300,600,300 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,,,,,,,,Σελευκιδική πρωτεύουσα και μία από τις μεγαλύτερες ελληνιστικές και ρωμαϊκές πόλεις της ανατολικής Μεσογείου.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/658381,,658381,0.1 — 2026-08-14,curated_initial
city-olynthus,Όλυνθος,Ὄλυνθος,Olynthus,city,polis,,,,Χαλκιδική,Ελλάδα,GRC,Όλυνθος,40.295242,23.354261,POINT (23.354261 40.295242),-650,-348,650 π.Χ.–348 π.Χ.,occupation_window,approximate,approximate,,,,,,,,,"Κύριο κέντρο του Κοινού των Χαλκιδέων, καταστραμμένο από τον Φίλιππο Β΄ το 348 π.Χ.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/491678,,491678,0.1 — 2026-08-14,curated_initial
colony-cyme-aeolis,Κύμη Αιολίδας,Κύμη,Cyme,colony,apoikia,,,,Αιολίδα,Τουρκία,TUR,"Aliağa, İzmir",38.760193,26.938319,POINT (26.938319 38.760193),-1050,600,1050 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Λοκρίδα και Θεσσαλία (αιολική παράδοση),,,,,,,Η σημαντικότερη από τις αιολικές πόλεις της μικρασιατικής ακτής και αποικιακό κέντρο.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/550506,,550506,0.1 — 2026-08-14,curated_initial
colony-myrina-aeolis,Μύρινα,Μύρινα,Myrina,colony,apoikia,,,,Αιολίδα,Τουρκία,TUR,"Kalabak, Aliağa",38.846976,26.980202,POINT (26.980202 38.846976),-1000,600,1000 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Κύμη (αιολική παράδοση),,,,,,,Αιολική παράκτια πόλη γνωστή ιδίως για τα ελληνιστικά πήλινα ειδώλιά της.,approximate,medium,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/550756,,550756,0.1 — 2026-08-14,needs_review
colony-chalcedon,Χαλκηδόνα,Χαλκηδών,Chalcedon,colony,apoikia,,,,Βιθυνία / Βόσπορος,Τουρκία,TUR,"Kadıköy, İstanbul",40.983393,29.025789,POINT (29.025789 40.983393),-685,600,685 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μέγαρα,,,,,,,"Μεγαρική αποικία στην ασιατική είσοδο του Βοσπόρου, απέναντι από το Βυζάντιο.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/520988,,520988,0.1 — 2026-08-14,curated_initial
colony-heraclea-pontica,Ηράκλεια Ποντική,Ἡράκλεια ἡ Ποντική,Heraclea Pontica,colony,apoikia,,,,Βιθυνία / Πόντος,Τουρκία,TUR,Karadeniz Ereğli,41.283255,31.417414,POINT (31.417414 41.283255),-560,600,560 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μέγαρα και Τανάγρα,,,,,,,"Ισχυρή αποικία στη νότια ακτή του Ευξείνου, η οποία ίδρυσε δικές της αποικίες.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/844944,,844944,0.1 — 2026-08-14,curated_initial
colony-massalia,Μασσαλία,Μασσαλία,Massalia,colony,apoikia,,,,Γαλατία / Προβηγκία,Γαλλία,FRA,Marseille,43.296854,5.382499,POINT (5.382499 43.296854),-600,600,600 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Φώκαια,,,,,,,Μεγάλη φωκαϊκή αποικία και κύριος ελληνικός εμπορικός κόμβος της δυτικής Μεσογείου.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/148127,,148127,0.1 — 2026-08-14,curated_initial
colony-issa-vis,Ίσσα,Ἴσσα,Issa,colony,apoikia,,,,Δαλματία,Κροατία,HRV,"Vis, island of Vis",43.0619,16.1836,POINT (16.1836 43.0619),-397,600,397 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Συρακούσες,,,,,,,"Συρακουσιακή αποικία στη νήσο Ίσσα, η οποία ίδρυσε δικές της εγκαταστάσεις στις δαλματικές ακτές.",approximate,medium,www.armus.hr,,site,,https://www.armus.hr/en/museum/museum-history/collection-and-site-issa,,,0.1 — 2026-08-14,needs_review
colony-tragurion,Τραγούριον,Τραγούριον,Tragurion,colony,apoikia,,,,Δαλματία,Κροατία,HRV,Trogir,43.517639,16.25063,POINT (16.25063 43.517639),-300,600,300 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Ίσσα,,,,,,,Ελληνιστική αποικιακή εγκατάσταση της Ίσσας στην κεντρική δαλματική ακτή.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/197555,,197555,0.1 — 2026-08-14,curated_initial
colony-pharos-hvar,Φάρος,Φάρος,Pharos,colony,apoikia,,,,Δαλματία,Κροατία,HRV,"Stari Grad, Hvar",43.184286,16.601041,POINT (16.601041 43.184286),-385,600,385 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Πάρος,,,,,,,"Παριανή αποικία στο νησί Χβαρ, με οργανωμένο αγροτικό κλήρο που διακρίνεται ακόμη στο τοπίο.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/197433,,197433,0.1 — 2026-08-14,curated_initial
colony-naucratis,Ναύκρατις,Ναύκρατις,Naucratis,colony,apoikia,,,,Δέλτα Νείλου,Αίγυπτος,EGY,"Kom Gi'eif, Beheira",30.900508,30.591928,POINT (30.591928 30.900508),-620,600,620 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μίλητος και άλλες ελληνικές πόλεις,,,,,,,"Ελληνικό εμπορικό κέντρο στην Αίγυπτο, οργανωμένο με συμμετοχή πολλών πόλεων υπό φαραωνική εποπτεία.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/727169,,727169,0.1 — 2026-08-14,curated_initial
colony-ambracia,Αμβρακία,Ἀμβρακία,Ambracia,colony,apoikia,,,,Ήπειρος,Ελλάδα,GRC,Άρτα,39.154924,20.990093,POINT (20.990093 39.154924),-625,600,625 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Κόρινθος,,,,,,,Κορινθιακή αποικία στον Άραχθο και μεταγενέστερη πρωτεύουσα του Πύρρου.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/530794,,530794,0.1 — 2026-08-14,curated_initial
colony-corcyra,Κέρκυρα,Κόρκυρα,Corcyra,colony,apoikia,,,,Ήπειρος / Ιόνιο,Ελλάδα,GRC,Κέρκυρα,39.60813,19.906703,POINT (19.906703 39.60813),-734,600,734 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Κόρινθος,,,,,,,Ισχυρή κορινθιακή αποικία στο Ιόνιο και σημαντικός ναυτικός σταθμός προς τη Δύση.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/530834,,530834,0.1 — 2026-08-14,curated_initial
colony-byzantium,Βυζάντιο,Βυζάντιον,Byzantium,colony,apoikia,,,,Θράκη / Βόσπορος,Τουρκία,TUR,İstanbul,41.005902,28.973881,POINT (28.973881 41.005902),-657,330,657 π.Χ.–330 μ.Χ.,occupation_window,approximate,approximate,,Μέγαρα,,,,,,,Μεγαρική αποικία σε εξαιρετική θέση στον Βόσπορο· το 330 μ.Χ. μετασχηματίστηκε σε Κωνσταντινούπολη.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/520985,,520985,0.1 — 2026-08-14,curated_initial
colony-apollonia-pontica,Απολλωνία Ποντική,Ἀπολλωνία Ποντική,Apollonia Pontica,colony,apoikia,,,,Θράκη / Εύξεινος Πόντος,Βουλγαρία,BGR,Sozopol,42.420355,27.694272,POINT (27.694272 42.420355),-610,600,610 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μίλητος,,,,,,,"Μεγάλη μιλησιακή αποικία της δυτικής ακτής του Ευξείνου, μεταγενέστερα γνωστή ως Σωζόπολις.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/216706,,216706,0.1 — 2026-08-14,curated_initial
colony-mesembria,Μεσημβρία,Μεσημβρία,Mesembria,colony,apoikia,,,,Θράκη / Εύξεινος Πόντος,Βουλγαρία,BGR,Nesebar,42.65958,27.724443,POINT (27.724443 42.65958),-510,600,510 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μέγαρα και Χαλκηδόνα,,,,,,,Μεγαρική αποικία σε οχυρή χερσόνησο της θρακικής ακτής.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/216882,,216882,0.1 — 2026-08-14,curated_initial
colony-odessos,Οδησσός,Ὀδησσός,Odessos,colony,apoikia,,,,Θράκη / Εύξεινος Πόντος,Βουλγαρία,BGR,Varna,43.20616,27.913472,POINT (27.913472 43.20616),-580,600,580 π.Χ.–600 μ.Χ. (όριο άτλαντα),occupation_window,approximate,display_cutoff,Το 600 μ.Χ. είναι το συμβατικό άνω όριο της παρούσας αρχαίας χρονογραμμής και όχι χρονολογία καταστροφής ή εγκατάλειψης.,Μίλητος,,,,,,,Μιλησιακή αποικία στον κόλπο της σημερινής Βάρνας και σημαντικό περιφερειακό λιμάνι.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/216904,,216904,0.1 — 2026-08-14,curated_initial
